filename,pixel size(mm),head circumference (mm),center_x_mm,center_y_mm,semi_axes_a_mm,semi_axes_b_mm,angle_rad,hc_calc_mm
100_2HC.png,0.129033770317,82.64,59.390312979,44.479186548,13.95669571,12.328857201,6.162493709,82.66
100_HC.png,0.0652509618115,74.73,19.817642858,15.675950665,12.901863314,10.841476776,0.703175328,74.73
101_HC.png,0.0626067072153,81.57,23.024539401,20.333528572,14.405489895,11.477371543,0.165803283,81.57
102_2HC.png,0.0632418220556,77.2,23.262200923,13.239794045,13.726088106,10.757370628,6.150409949,77.2
102_HC.png,0.0671864160009,76.8,27.840347551,18.86212701,13.643301996,10.71514512,0.1207402,76.8
103_HC.png,0.103414341347,84.21,41.624158778,27.332009927,15.143530107,11.542464461,5.84151289,84.22
104_HC.png,0.0630528677868,84.39,29.948490081,17.111070131,15.024318558,11.737739297,0.160620771,84.39
105_HC.png,0.07437810969,80.52,33.785105518,16.979853066,13.533129744,12.07765287,4.752477921,80.52
106_HC.png,0.0759090889584,78.3,24.749917764,24.653300931,13.2558401,11.640778558,1.267139903,78.3
107_2HC.png,0.0618629323112,77.42,24.227923256,16.05206881,14.278942902,10.195423941,0.028076176,77.42
107_HC.png,0.0657894736842,77.71,22.655290302,18.189580817,14.183693434,10.407960791,0.238707784,77.71
108_2HC.png,0.113890238784,94.35,52.474397482,23.350400253,16.793459451,13.128698319,6.178671681,94.36
108_3HC.png,0.0981100867776,83.42,41.433677413,21.670102095,14.624303517,11.85624829,0.157359797,83.42
108_HC.png,0.113745169206,94.80,43.4957129,30.890439439,16.933798181,13.122845135,6.180564989,94.81
109_HC.png,0.0576789899804,82.49,26.130910356,14.976242903,14.786383481,11.358940022,0.041581865,82.49
110_HC.png,0.160304663643,89.8,78.311022301,59.189077465,15.987647559,12.495685667,5.668597003,89.82
111_HC.png,0.0614457844216,83.6,22.545177059,17.801606756,14.873556114,11.638742061,5.754112471,83.6
112_HC.png,0.105220439533,86.40,41.054618119,37.178381,15.924939162,11.393782836,6.238705524,86.42
113_HC.png,0.0971043339142,87.32,44.14538808,33.089916828,15.51354269,12.180627863,4.923420462,87.32
114_HC.png,0.131386392995,82.33,59.93553706,39.217304639,13.643099416,12.553406904,5.417314039,82.33
115_HC.png,0.107903929167,77.52,50.475113801,22.027238011,13.976533199,10.584393159,5.287610371,77.53
116_HC.png,0.104077743987,82.05,50.975040101,29.869848799,14.1161483,11.956011437,0.837768028,82.05
117_HC.png,0.109634995461,80.88,54.050156482,40.64766138,13.122754057,12.620992359,1.372490028,80.88
118_HC.png,0.101576994876,76.60,41.845315404,32.020503146,13.110047491,11.237920284,0.905777439,76.6
119_HC.png,0.114303976297,80.32,37.718437227,44.252234322,14.116964899,11.379518878,6.168146735,80.33
120_HC.png,0.0748364960969,88.81,30.125415745,19.578957836,15.447045397,12.760178126,0.214442658,88.82
121_2HC.png,0.0606756109789,79.05,21.085539556,13.821896959,13.844142955,11.252219656,5.671242854,79.05
121_HC.png,0.060706117067,79.86,18.999843796,12.257846667,14.114923449,11.223596395,0.116883011,79.86
122_HC.png,0.113811194897,90.83,47.786310478,38.039037036,15.555585643,13.317026884,0.510764603,90.84
123_HC.png,0.101503182431,92.36,35.722159838,33.603285551,15.71019471,13.651495784,0.549718127,92.36
124_2HC.png,0.0655263152562,90.3,27.854923062,19.526617979,15.516721639,13.18024047,6.277136203,90.3
124_HC.png,0.0753651981923,95.3,33.90161004,22.675736302,16.346766802,13.942178722,6.214910912,95.31
125_2HC.png,0.064771179255,83.96,27.786494927,17.935383258,14.780328277,11.866485057,0.042029343,83.96
125_3HC.png,0.0654218267453,84.11,27.855341249,18.862215925,14.665477015,12.043684531,6.242342669,84.11
125_HC.png,0.0647380715841,88.51,26.14473139,18.908811642,15.716456482,12.356454155,0.088699177,88.51
126_2HC.png,0.0596358520644,85.44,23.28753179,13.973193999,15.266202117,11.821273916,5.944936285,85.44
126_3HC.png,0.0594879509438,82.93,23.300162127,14.301646008,14.70825109,11.596691589,5.492326831,82.93
126_HC.png,0.0594409271365,79.53,20.117544882,13.829810669,13.78593607,11.477841586,6.126170389,79.53
127_HC.png,0.123303285459,93.27,55.821528644,47.833584485,15.811973743,13.84463385,1.478720062,93.27
128_HC.png,0.102594446163,94.31,46.026749634,32.025007594,15.978964449,14.011527775,6.048406618,94.32
129_HC.png,0.129840404559,98.72,52.963831904,33.885050842,17.315160805,14.020310958,0.929437761,98.72
130_HC.png,0.114776629141,96.80,41.365499945,27.300727921,16.596371144,14.169964815,0.615947349,96.81
131_HC.png,0.0798509896748,98.37,29.672999871,20.116617995,17.038114758,14.210487964,4.728723281,98.37
132_HC.png,0.128234594296,86.96,59.748922766,39.19163331,15.861065789,11.663024012,0.541704143,86.97
133_2HC.png,0.0970085423726,99.40,40.025643762,25.05284981,18.092509838,13.372615576,6.080689989,99.41
133_3HC.png,0.14899159179,105.62,62.206622206,44.977984854,18.49585192,15.039713499,0.544201922,105.64
133_4HC.png,0.0926594160221,97.00,33.422368428,25.092813453,17.161303314,13.61441904,5.69817134,97.01
133_HC.png,0.0949166518337,103.85,29.492816458,20.138806199,18.763087556,14.129440578,6.162057817,103.85
134_HC.png,0.10373711586,97.52,37.862850614,29.14846276,16.626699089,14.375163153,4.983033109,97.52
135_HC.png,0.103247423762,100.11,36.496784302,32.267951882,17.090739707,14.731160492,1.067572065,100.11
136_2HC.png,0.091451048851,104.67,29.283457241,21.862257513,17.712305452,15.572981505,0.819276768,104.68
136_HC.png,0.072571384734,100.83,27.526864624,19.07572334,17.385439384,14.652824885,0.322738239,100.83
137_HC.png,0.114476802674,97.25,48.718351408,27.558345207,17.025998124,13.85274774,0.410443458,97.26
138_2HC.png,0.101473069921,132.49,38.27253721,30.226238059,23.28585772,18.766828501,6.191179084,132.49
138_HC.png,0.101335535244,135.06,35.197879802,22.076948946,24.244544589,18.556178474,0.021446636,135.06
139_HC.png,0.0743582088556,97.1,27.884208052,19.219195007,16.630442716,14.232183981,0.50540113,97.1
140_HC.png,0.170602582652,98.2,74.851050118,65.327367114,17.039846662,14.162378056,0.77709243,98.23
141_2HC.png,0.0832719256481,95.3,38.13335524,21.574413389,16.23144555,14.065524162,6.109449866,95.3
141_HC.png,0.0729908027511,92.6,33.219578247,15.810404735,16.363304275,13.017439556,0.02950363,92.6
142_HC.png,0.110606994894,107.99,41.875290809,26.171981019,18.985934719,15.292075258,6.236079713,108.0
143_2HC.png,0.0863665342331,81.12,46.098448659,24.798863558,14.002234325,11.774956639,6.030163033,81.13
143_HC.png,0.109918596952,102.83,52.221693769,25.653799803,18.768359748,13.775507155,6.259950292,102.84
144_2HC.png,0.0919270846579,95.63,38.193202668,24.478456206,16.233746502,14.171971352,5.935863761,95.63
144_HC.png,0.0919285471793,98.67,33.699085636,21.454192912,16.865580798,14.49780772,5.646919271,98.67
145_HC.png,0.115162792594,99.40,56.68920623,32.035795018,17.627661988,13.903032353,0.48041422,99.4
146_2HC.png,0.0834983487924,101.5,29.894300882,25.329290868,17.993531051,14.204699829,0.061441523,101.5
146_HC.png,0.0953428518204,99.7,28.504982768,23.497238266,17.584472081,14.054733818,5.894627974,99.71
147_HC.png,0.0819022880226,101.14,34.240591468,23.682138562,17.518016599,14.610982767,0.038526953,101.14
148_HC.png,0.0892671144434,96.1,30.256356716,22.879468179,17.37127409,13.068365164,6.211567513,96.11
149_HC.png,0.0744776138619,99.4,27.129370908,15.778893232,17.693858648,13.826949821,6.257893666,99.4
150_HC.png,0.132236841478,88.5,50.381687769,25.691314405,15.688805792,12.387558929,0.382063681,88.51
151_HC.png,0.125787496567,100.54,47.666430565,32.701973706,17.427633468,14.512715622,6.280142712,100.55
152_HC.png,0.0910154689442,94.28,38.373080525,25.167089566,16.605581767,13.314373889,0.006911436,94.28
153_HC.png,0.0842288136482,99.34,42.416114496,21.205770825,17.477569441,14.051911128,0.054347794,99.35
154_HC.png,0.0850624856302,98.94,32.236668933,23.970878684,17.435308404,13.965349947,0.965191764,98.95
155_HC.png,0.0768393003024,100.99,32.394150375,21.562633523,18.044264484,13.975242713,0.052597898,101.0
156_2HC.png,0.0911700292067,108.25,36.063060722,19.512392976,18.673889825,15.719610695,5.804193681,108.25
156_HC.png,0.0826754726347,103.65,35.941303498,21.642534081,18.022535856,14.897157371,0.28985286,103.65
157_HC.png,0.13706457125,105.5,55.0059579,33.99252189,18.114277512,15.41952375,0.576169709,105.52
158_HC.png,0.0838025907675,103.9,42.161129961,23.095815505,18.438549437,14.520103151,0.023177358,103.91
159_HC.png,0.078653274104,104.9,33.565117903,16.981195793,19.013558903,14.2041331,6.103358883,104.9
160_HC.png,0.114374445243,101.18,38.500295876,34.834828416,17.268600552,14.896393649,5.308398474,101.19
161_HC.png,0.0894745865038,104.3,28.874228363,22.62711003,17.987370232,15.154358746,6.255243354,104.31
162_HC.png,0.0880751379749,106.52,41.551025446,20.776167212,18.296687985,15.55437363,6.134197357,106.52
163_HC.png,0.142931154796,111.5,58.904586169,49.092282569,20.446630364,14.822122252,6.170512687,111.51
164_2HC.png,0.0943789279686,120.29,33.376480853,24.7514067,21.337725368,16.818960484,0.018687401,120.29
164_HC.png,0.09521428744,119.77,37.015051119,23.697287546,21.592044384,16.350868774,6.198941532,119.77
165_HC.png,0.0931299615789,112.7,34.415400271,24.055092782,19.274414789,16.547493602,4.739253111,112.7
166_HC.png,0.190514990917,116.75,78.594951328,60.861147008,20.042697548,17.065190773,5.648861748,116.77
167_HC.png,0.102140368248,123.55,46.943891544,30.028392366,21.445154726,17.796021904,6.272921884,123.55
168_HC.png,0.100516664982,121.3,46.556659369,24.673064363,21.638363239,16.822084905,0.127442911,121.3
169_HC.png,0.0996341466904,123.17,35.072402426,26.250237798,20.434511806,18.756264181,5.464890247,123.18
170_HC.png,0.111903455522,122.0,39.306315851,29.308093165,21.418411202,17.310554978,6.235212854,122.01
171_HC.png,0.10215045238,121.31,43.618911845,30.00694166,20.923789866,17.619504231,0.05110686,121.31
172_HC.png,0.123050779831,122.86,37.986013814,30.971829274,21.110859985,17.932867435,0.662732498,122.86
173_HC.png,0.201936020996,120.1,55.124491067,58.033610301,20.667967333,17.499089189,4.98186657,120.11
174_HC.png,0.107113782396,116.6,42.194600926,25.925020755,19.790423568,17.284510881,1.282936976,116.61
175_HC.png,0.0830874294043,121.49,33.868465234,23.77800558,21.016527619,17.577544037,6.105221498,121.49
176_HC.png,0.0876382150148,118.17,32.22083912,24.113044539,20.800209421,16.703641723,0.001930725,118.17
177_HC.png,0.112469169531,123.32,44.036715036,25.338709595,22.020427187,17.080140487,6.13632429,123.33
178_2HC.png,0.0767174408986,100.7,30.628250104,19.766914259,17.491142227,14.492598977,6.275638907,100.7
178_HC.png,0.136271119118,126.2,47.848928625,33.560422708,21.960357208,18.117491272,0.115899306,126.2
179_HC.png,0.0812250087338,122.0,30.477953092,22.296416104,21.453742581,17.266032926,0.121937092,122.0
180_HC.png,0.114951298155,131.15,39.482766284,23.040331572,22.378289026,19.311658474,0.07768867,131.15
181_HC.png,0.122232640662,129.33,51.400302575,31.590346702,23.144586192,17.852955082,0.08067667,129.33
182_HC.png,0.202050353542,134.0,79.107297898,51.078131136,23.135043725,19.445936036,6.183730821,134.02
183_HC.png,0.098995496245,123.42,40.778044876,30.183363669,21.532517397,17.658021798,5.733084883,123.42
184_HC.png,0.182793813723,125.2,62.25093309,60.406477238,21.487520048,18.303464825,5.640592699,125.21
185_HC.png,0.0813770489615,105.0,28.868576413,22.344700235,18.858304735,14.417995661,0.044889777,105.01
186_HC.png,0.0824905418959,130.5,31.863250652,24.74365078,22.056517853,19.444202398,5.460964148,130.51
187_HC.png,0.221207208104,146.7,89.561008479,70.49647506,26.410472716,20.069343433,0.281769767,146.7
188_HC.png,0.157175473869,131.1,59.482539572,47.872813102,22.869967987,18.764547176,6.076832734,131.12
189_HC.png,0.116558130397,125.25,42.753538592,26.644031493,22.429215262,17.272460616,0.022427412,125.25
190_HC.png,0.087396800518,135.4,30.810450061,22.532603743,23.962476797,18.990354848,0.06779476,135.39
191_HC.png,0.0845553915379,137.3,31.681303797,23.888628285,24.490611942,19.044881403,6.203416043,137.31
192_2HC.png,0.145303484272,155.6,61.921211965,39.649643928,27.913606151,21.398535456,0.722206943,155.6
192_HC.png,0.145568225314,146.2,51.40120742,44.943554304,25.258023974,21.195757354,0.926972739,146.22
193_2HC.png,0.202131295445,160.0,83.560163357,49.986013615,27.64879832,23.181741721,5.7050389,160.0
193_HC.png,0.157121941447,152.4,62.297912365,47.556735463,28.073991129,20.111708001,6.250368438,152.41
194_HC.png,0.114704086022,150.37,45.386321947,27.091567178,26.554011666,21.157313587,0.01217038,150.37
195_2HC.png,0.102708011257,156.27,41.47614226,26.733555688,27.436963577,22.166008844,0.079842968,156.27
195_HC.png,0.10402870054,150.54,40.33535715,28.652463905,26.610277621,21.151830464,0.123821211,150.54
196_HC.png,0.194799235234,160.78,88.096845429,51.418440561,27.44911785,23.660603256,6.192835703,160.79
197_HC.png,0.104261947175,163.4,41.894364559,27.134042888,29.936797038,21.75195498,0.028793166,163.4
198_2HC.png,0.109954600806,155.34,43.017777925,29.638553238,27.890659966,21.33976011,6.268707498,155.35
198_HC.png,0.109946059657,155.34,43.016199556,29.634014649,27.888521132,21.340626476,6.268283722,155.34
199_HC.png,0.114403407682,160.72,39.933494351,29.998194861,28.349863036,22.650406623,0.031568446,160.72
200_HC.png,0.131865739822,167.11,54.132171936,38.074083439,30.482489335,22.401083908,0.133241145,167.11
201_HC.png,0.0947194279365,154.3,40.625933856,25.766231024,27.915351482,20.950808388,0.159071211,154.3
202_HC.png,0.11800904835,156.90,43.721153164,23.786228519,27.912599032,21.844960227,0.132568231,156.9
203_2HC.png,0.134624121962,147.9,60.287325982,43.460469306,26.753229787,20.092827891,0.012884773,147.92
203_3HC.png,0.11792102982,146.4,46.285745958,29.553593734,25.457892785,21.038633235,0.152135674,146.4
203_4HC.png,0.128613389455,156.4,62.51254815,36.868883813,28.136349451,21.421863496,6.105098194,156.41
203_HC.png,0.163398788821,145.7,71.827094202,56.796704424,26.279052268,19.877487842,6.105847874,145.7
204_HC.png,0.113186395981,149.1,43.080318105,32.423253129,25.325255759,22.082561194,6.244485049,149.11
205_HC.png,0.104727558792,156.55,41.609851051,27.559205072,29.603739954,19.731741309,6.25833848,156.55
206_HC.png,0.115799418716,159.53,44.064977734,30.095566735,28.25910892,22.347228422,6.247704012,159.53
207_HC.png,0.108375141154,155.8,49.75338256,28.106504812,27.931270001,21.449546553,0.090369312,155.8
208_HC.png,0.138268735674,171.21,64.743962042,34.407995327,31.313363123,22.854239014,6.23218484,171.21
209_HC.png,0.158554873769,163.1,57.236315882,41.151454261,28.580351884,23.202911179,0.117126291,163.12
210_2HC.png,0.120340968881,163.26,46.19610978,32.719241535,29.819297052,21.841782103,6.004844427,163.27
